gene,observed_transmissibility,predicted_transmissibility_oof,n_amplified_cases,predicted_percentile,observed_percentile,residual,predicted_rank
ATXN10,0.7321,0.5029,56,0.7729,0.8576,0.2293,1574
NOTCH1,0.3333,0.5028,60,0.7727,0.4822,-0.1695,1575
VEZF1,0.4513,0.5028,113,0.7726,0.6043,-0.0515,1576
CDC42BPB,0.2444,0.5026,90,0.7725,0.367,-0.2582,1577
CCDC51,0.2791,0.5026,43,0.7723,0.4168,-0.2236,1578
RAB13,0.5641,0.5026,195,0.7722,0.7086,0.0615,1579
DPY30,0.7328,0.5026,116,0.772,0.8579,0.2302,1580
DCAF6,0.441,0.5026,195,0.7719,0.5933,-0.0616,1581
AKAP8,0.8043,0.5024,92,0.7717,0.911,0.3019,1582
YIPF4,0.5,0.5021,116,0.7716,0.6533,-0.0021,1583
ACTR5,0.2517,0.5019,147,0.7714,0.3786,-0.2502,1584
SEC22B,0.3671,0.5015,207,0.7713,0.518,-0.1344,1585
RANBP9,0.4255,0.5015,94,0.7712,0.5762,-0.0759,1586
NCKAP1,0.0818,0.5014,110,0.771,0.1364,-0.4196,1587
UHRF2,0.6182,0.5014,55,0.7709,0.757,0.1168,1588
TMX1,0.9032,0.5014,93,0.7707,0.9797,0.4018,1589
CRLF3,0.2842,0.5013,95,0.7706,0.4246,-0.2171,1590
WDR26,0.6022,0.5013,181,0.7704,0.7423,0.101,1591
POP4,0.8092,0.5012,131,0.7703,0.9165,0.308,1592
RAP1GDS1,0.4792,0.501,48,0.7701,0.632,-0.0219,1593
PDIA4,0.8374,0.501,203,0.77,0.9408,0.3364,1594
NAP1L4,0.6275,0.501,51,0.7699,0.7652,0.1265,1595
RNF185,0.5,0.5009,64,0.7697,0.6533,-0.0009,1596
CTNNB1,0.1064,0.5008,47,0.7696,0.1735,-0.3944,1597
WDR48,0.1489,0.5006,47,0.7694,0.2385,-0.3517,1598
MORF4L1,0.6613,0.5005,62,0.7693,0.798,0.1608,1599
MYCBP2,0.5224,0.5001,67,0.7691,0.6695,0.0223,1600
SPCS3,0.5714,0.5001,49,0.769,0.7151,0.0714,1601
MED8,0.8256,0.5001,86,0.7688,0.9307,0.3255,1602
TUBG1,0.4259,0.4999,108,0.7687,0.5767,-0.074,1603
PITPNB,0.8358,0.4999,67,0.7686,0.939,0.3359,1604
WDR83,0.5294,0.4999,85,0.7684,0.6751,0.0295,1605
BAD,0.186,0.4998,86,0.7683,0.2885,-0.3138,1606
DNAJC7,0.8273,0.4998,110,0.7681,0.9327,0.3274,1607
RPS20,0.4328,0.4997,134,0.768,0.5863,-0.0669,1608
TSNAX,0.4728,0.4997,184,0.7678,0.6253,-0.0269,1609
ZNHIT1,0.2963,0.4996,216,0.7677,0.4407,-0.2034,1610
RPS21,0.5,0.4996,152,0.7675,0.6533,0.0004,1611
MYL12A,0.1121,0.4995,107,0.7674,0.182,-0.3874,1612
GPATCH11,0.7719,0.4994,114,0.7673,0.8885,0.2725,1613
CAPZB,0.2,0.4994,65,0.7671,0.3065,-0.2994,1614
BCL9L,0.7746,0.4993,71,0.767,0.8906,0.2754,1615
ARHGAP17,0.1089,0.4992,101,0.7668,0.1776,-0.3903,1616
HNRNPF,0.8701,0.4992,77,0.7667,0.9625,0.3709,1617
PPIL3,0.3299,0.499,97,0.7665,0.4789,-0.1691,1618
ATP6V0D1,0.0842,0.4989,95,0.7664,0.1414,-0.4147,1619
SPAG9,0.3008,0.4989,123,0.7662,0.4468,-0.1981,1620
TADA3,0.4902,0.4988,51,0.7661,0.644,-0.0086,1621
ZMYND11,0.1392,0.4988,79,0.766,0.2213,-0.3595,1622
TMEM9B,0.2241,0.4987,58,0.7658,0.3382,-0.2745,1623
ACTR8,0.5122,0.4987,41,0.7657,0.6628,0.0135,1624
SMCHD1,0.8704,0.4986,108,0.7655,0.9627,0.3717,1625
PHACTR4,0.1639,0.4986,61,0.7654,0.2587,-0.3346,1626
SMAP1,0.5,0.4985,64,0.7652,0.6533,0.0015,1627
QARS,0.2727,0.4984,44,0.7651,0.4086,-0.2257,1628
SEC11A,0.5077,0.4983,65,0.7649,0.6598,0.0094,1629
NDUFAF1,0.2174,0.4982,46,0.7648,0.3296,-0.2808,1630
RIPK1,0.5843,0.4981,89,0.7647,0.7259,0.0862,1631
IDE,0.8167,0.4979,60,0.7645,0.9228,0.3188,1632
WLS,0.3729,0.4979,59,0.7644,0.5241,-0.125,1633
UGP2,0.5403,0.4978,124,0.7642,0.6866,0.0425,1634
RBM34,0.7581,0.4978,186,0.7641,0.8773,0.2603,1635
PUM1,0.8769,0.4978,65,0.7639,0.9666,0.3792,1636
P4HTM,0.5952,0.4976,42,0.7638,0.7359,0.0976,1637
DDX51,0.7111,0.4974,90,0.7636,0.841,0.2137,1638
RECQL,0.7113,0.4973,142,0.7635,0.8412,0.214,1639
TBC1D10B,0.5536,0.4973,112,0.7634,0.699,0.0563,1640
CBX6,0.2456,0.4971,57,0.7632,0.3699,-0.2514,1641
TBCD,0.3694,0.497,111,0.7631,0.5209,-0.1277,1642
ANKHD1,0.8305,0.4968,118,0.7629,0.9354,0.3337,1643
SECISBP2,0.431,0.4967,58,0.7628,0.5836,-0.0656,1644
POLI,0.1481,0.4966,54,0.7626,0.2371,-0.3484,1645
LACTB,0.037,0.4965,54,0.7625,0.0622,-0.4595,1646
COG1,0.7,0.4965,120,0.7623,0.831,0.2035,1647
TIPRL,0.8256,0.4964,195,0.7622,0.9308,0.3292,1648
ITFG1,0.4902,0.4964,102,0.7621,0.644,-0.0062,1649
PIK3CA,0.2802,0.4963,182,0.7619,0.4191,-0.2161,1650
EIF3L,0.7857,0.4963,56,0.7618,0.8995,0.2894,1651
CCDC186,0.3934,0.4962,61,0.7616,0.5449,-0.1027,1652
RIT1,0.0746,0.4961,201,0.7615,0.1258,-0.4214,1653
ELP5,0.0698,0.4959,43,0.7613,0.1162,-0.4262,1654
COLGALT1,0.8261,0.4959,92,0.7612,0.9314,0.3302,1655
PBXIP1,0.6566,0.4959,198,0.761,0.792,0.1607,1656
MLST8,0.101,0.4958,99,0.7609,0.1681,-0.3948,1657
UCHL3,0.5,0.4958,66,0.7608,0.6533,0.0042,1658
KDM4A,0.5882,0.4957,85,0.7606,0.7295,0.0925,1659
UNC93B1,0.3905,0.4956,105,0.7605,0.5424,-0.1051,1660
USP19,0.4773,0.4953,44,0.7603,0.6302,-0.018,1661
PUS7L,0.5664,0.4952,113,0.7602,0.7102,0.0711,1662
PPP1R2,0.6145,0.495,166,0.76,0.7535,0.1194,1663
NOP16,0.938,0.495,129,0.7599,0.9918,0.443,1664
GANAB,0.7595,0.495,79,0.7597,0.8779,0.2645,1665
DNAJB1,0.8202,0.4949,89,0.7596,0.9259,0.3253,1666
TUBB4B,0.2222,0.4947,63,0.7595,0.3364,-0.2725,1667
KIAA1191,0.0465,0.4946,129,0.7593,0.0783,-0.4481,1668
PEX19,0.5771,0.4946,201,0.7592,0.7187,0.0825,1669
RICTOR,0.2408,0.4943,191,0.759,0.3618,-0.2535,1670
SAMD1,0.5059,0.4942,85,0.7589,0.6585,0.0117,1671
TM9SF1,0.4578,0.4941,83,0.7587,0.6111,-0.0363,1672
MFN2,0.1912,0.4941,68,0.7586,0.2935,-0.3029,1673
PARP4,0.6327,0.494,49,0.7584,0.7701,0.1387,1674
UBE2R2,0.4684,0.4939,79,0.7583,0.6211,-0.0256,1675
ADSL,0.6102,0.4939,59,0.7582,0.7499,0.1163,1676
FYTTD1,0.4286,0.4937,168,0.758,0.5803,-0.0651,1677
PSMD8,0.7402,0.4936,127,0.7579,0.8629,0.2466,1678
UBE4B,0.5538,0.4934,65,0.7577,0.6992,0.0605,1679
KCMF1,0.563,0.4933,119,0.7576,0.7076,0.0698,1680
ZFAND3,0.6863,0.4932,102,0.7574,0.8187,0.193,1681
TMEM41B,0.2881,0.4932,59,0.7573,0.4299,-0.2051,1682
SAV1,0.1158,0.4932,95,0.7571,0.1882,-0.3774,1683
IGHMBP2,0.4867,0.493,113,0.757,0.6396,-0.0063,1684
NLE1,0.8687,0.4927,99,0.7569,0.961,0.376,1685
LATS1,0.2917,0.4927,48,0.7567,0.4344,-0.201,1686
TBCC,0.6389,0.4926,108,0.7566,0.7761,0.1463,1687
PPP1R11,0.3118,0.4926,93,0.7564,0.4609,-0.1808,1688
AGFG1,0.3855,0.4925,83,0.7563,0.5375,-0.107,1689
COL5A2,0.8137,0.4925,102,0.7561,0.92,0.3213,1690
CPT1A,0.4324,0.4925,111,0.756,0.5861,-0.06,1691
RNF146,0.28,0.4924,50,0.7558,0.4184,-0.2124,1692
ARMC8,0.4894,0.4921,141,0.7557,0.6424,-0.0027,1693
ZNF451,0.3814,0.492,97,0.7556,0.5325,-0.1106,1694
DDX6,0.8333,0.492,72,0.7554,0.9375,0.3413,1695
CENPB,0.8421,0.492,133,0.7553,0.9446,0.3501,1696
EXOSC8,0.6667,0.4919,51,0.7551,0.8018,0.1747,1697
ZNF384,0.7305,0.4918,141,0.755,0.8559,0.2387,1698
MRPL39,0.2639,0.4918,72,0.7548,0.3963,-0.2279,1699
BCL10,0.8833,0.4917,60,0.7547,0.9707,0.3916,1700
ARHGEF5,0.5567,0.4917,203,0.7545,0.7014,0.0649,1701
ATXN2L,0.9459,0.4916,111,0.7544,0.9933,0.4543,1702
PRKCD,0.4091,0.4915,44,0.7543,0.5599,-0.0824,1703
DAP,0.367,0.4915,188,0.7541,0.5178,-0.1245,1704
CD44,0.4118,0.4914,68,0.754,0.5633,-0.0796,1705
COG6,0.8269,0.4913,52,0.7538,0.9324,0.3356,1706
GLO1,0.2059,0.4913,102,0.7537,0.3135,-0.2854,1707
UBE2M,0.7075,0.4911,106,0.7535,0.837,0.2164,1708
PYROXD1,0.3732,0.4911,142,0.7534,0.5247,-0.1179,1709
WDR7,0.0185,0.491,54,0.7532,0.0277,-0.4725,1710
SLC33A1,0.6852,0.4908,162,0.7531,0.8177,0.1943,1711
CYBA,0.359,0.4907,78,0.753,0.5079,-0.1318,1712
WIPF2,0.2281,0.4906,114,0.7528,0.3454,-0.2626,1713
NCSTN,0.6269,0.4906,201,0.7527,0.7641,0.1362,1714
SRSF4,0.6562,0.4906,64,0.7525,0.7914,0.1657,1715
RHOA,0.2273,0.4905,44,0.7524,0.3438,-0.2632,1716
MAP3K3,0.0569,0.4905,123,0.7522,0.0952,-0.4336,1717
FAM210A,0.7041,0.4905,98,0.7521,0.834,0.2136,1718
FOXO3,0.2222,0.4905,45,0.7519,0.3364,-0.2683,1719
RPN1,0.7705,0.4905,122,0.7518,0.8871,0.28,1720
OGFR,0.6948,0.4904,154,0.7517,0.8269,0.2044,1721
MCMBP,0.746,0.4904,63,0.7515,0.8683,0.2556,1722
RPP40,0.8901,0.4903,91,0.7514,0.9738,0.3998,1723
ATF7IP,0.8571,0.4901,133,0.7512,0.9537,0.367,1724
CISD2,0.5532,0.49,47,0.7511,0.6987,0.0632,1725
ZNF292,0.74,0.49,50,0.7509,0.8626,0.25,1726
FAM8A1,0.3434,0.4899,99,0.7508,0.4939,-0.1465,1727
TMF1,0.7959,0.4899,49,0.7506,0.906,0.306,1728
NUP50,0.9286,0.4899,56,0.7505,0.9881,0.4387,1729
RSRC1,0.6062,0.4898,160,0.7504,0.7465,0.1164,1730
FKBP4,0.6338,0.4898,142,0.7502,0.7717,0.144,1731
OTUD6B,0.4688,0.4897,160,0.7501,0.6219,-0.021,1732
SLC9A3R1,0.3223,0.4897,121,0.7499,0.4713,-0.1674,1733
DNTTIP1,0.527,0.4897,148,0.7498,0.6738,0.0374,1734
MTX1,0.155,0.4896,200,0.7496,0.2469,-0.3346,1735
RRP1B,0.913,0.4896,69,0.7495,0.983,0.4234,1736
ARL6IP1,0.3495,0.4896,103,0.7494,0.4981,-0.1401,1737
PSME2,0.619,0.4896,84,0.7492,0.7577,0.1295,1738
RALBP1,0.2449,0.4894,98,0.7491,0.3683,-0.2445,1739
CDK5RAP3,0.2105,0.4893,114,0.7489,0.3205,-0.2788,1740
MCM3AP,0.4531,0.4891,64,0.7488,0.6064,-0.036,1741
RHOT1,0.08,0.4891,100,0.7486,0.133,-0.4091,1742
IL18,0.3286,0.489,70,0.7485,0.4778,-0.1605,1743
PAICS,0.8734,0.489,79,0.7483,0.9646,0.3844,1744
COG8,0.551,0.489,98,0.7482,0.6964,0.062,1745
ZFP36L2,0.15,0.4888,120,0.7481,0.2405,-0.3388,1746
RRAGC,0.2289,0.4888,83,0.7479,0.3468,-0.2599,1747
CEP350,0.4421,0.4888,190,0.7478,0.5947,-0.0467,1748
CDC37L1,0.5818,0.4887,55,0.7476,0.7231,0.0931,1749
STRIP1,0.0806,0.4887,62,0.7475,0.1336,-0.4081,1750
C17orf75,0.75,0.4887,100,0.7473,0.8707,0.2613,1751
QSOX1,0.2723,0.4887,191,0.7472,0.4082,-0.2165,1752
DYNC1LI2,0.3474,0.4886,95,0.747,0.4961,-0.1412,1753
FAM98A,0.3246,0.4884,114,0.7469,0.4734,-0.1639,1754
AGTPBP1,0.0517,0.4883,58,0.7468,0.0879,-0.4366,1755
TGOLN2,0.6311,0.4883,122,0.7466,0.7685,0.1429,1756
TFG,0.5625,0.4882,112,0.7465,0.7073,0.0743,1757
TAF10,0.5965,0.4882,57,0.7463,0.7377,0.1083,1758
ATL3,0.1951,0.4881,82,0.7462,0.2995,-0.293,1759
WDR55,0.6897,0.4878,116,0.746,0.8223,0.2019,1760
MAD2L1,0.8542,0.4877,48,0.7459,0.9524,0.3664,1761
CTDSPL2,0.7755,0.4877,49,0.7457,0.8918,0.2878,1762
TMCO3,0.6933,0.4874,75,0.7456,0.8256,0.2059,1763
LSM7,0.473,0.4873,74,0.7455,0.6256,-0.0144,1764
IST1,0.3711,0.4869,97,0.7453,0.523,-0.1158,1765
ZDHHC20,0.4444,0.4869,54,0.7452,0.5969,-0.0425,1766
MED25,0.4944,0.4868,89,0.745,0.6481,0.0075,1767
ZNF687,0.85,0.4865,200,0.7449,0.9494,0.3635,1768
TRMT5,0.8523,0.4864,88,0.7447,0.9509,0.3659,1769
DHFR,0.7927,0.4863,82,0.7446,0.904,0.3063,1770
PMM2,0.8704,0.4862,108,0.7444,0.9627,0.3842,1771
TMEM59,0.3623,0.4861,69,0.7443,0.5127,-0.1238,1772
DTD1,0.1825,0.4861,137,0.7442,0.2852,-0.3036,1773
HDGF,0.745,0.4861,200,0.744,0.8666,0.2589,1774
NCKIPSD,0.119,0.486,42,0.7439,0.1936,-0.367,1775
PTP4A2,0.1194,0.486,67,0.7437,0.194,-0.3666,1776
SMYD2,0.544,0.486,182,0.7436,0.6902,0.058,1777
TRNT1,0.4468,0.4858,47,0.7434,0.6001,-0.039,1778
PCM1,0.5893,0.4857,56,0.7433,0.7302,0.1036,1779
ATP13A3,0.6845,0.4857,168,0.7431,0.8165,0.1989,1780
MRPL33,0.3058,0.4856,121,0.743,0.4547,-0.1798,1781
PSMB4,0.2778,0.4856,198,0.7429,0.4147,-0.2078,1782
C1orf52,0.6167,0.4855,60,0.7427,0.7553,0.1311,1783
BPNT1,0.3989,0.4855,183,0.7426,0.5502,-0.0866,1784
STT3A,0.7465,0.4852,71,0.7424,0.8688,0.2612,1785
TXNL1,0.6296,0.4852,54,0.7423,0.7671,0.1444,1786
PGM3,0.7818,0.4852,55,0.7421,0.8962,0.2966,1787
NSUN2,0.9409,0.485,186,0.742,0.9921,0.4559,1788
ARHGAP42,0.1375,0.4849,80,0.7418,0.2191,-0.3474,1789
HDAC2,0.6889,0.4849,45,0.7417,0.8209,0.204,1790
SCYL1,0.6633,0.4849,98,0.7416,0.8002,0.1784,1791
NGRN,0.2917,0.4847,72,0.7414,0.4344,-0.1931,1792
ALG6,0.4531,0.4847,64,0.7413,0.6064,-0.0315,1793
THAP11,0.3125,0.4845,96,0.7411,0.4615,-0.172,1794
JUNB,0.593,0.4845,86,0.741,0.7342,0.1086,1795
LSM6,0.7885,0.4843,52,0.7408,0.9017,0.3041,1796
RAB10,0.7018,0.4842,114,0.7407,0.8327,0.2175,1797
C1D,0.488,0.4841,125,0.7405,0.6411,0.0039,1798
PXN,0.0808,0.4841,99,0.7404,0.1341,-0.4033,1799
FAM114A2,0.459,0.484,122,0.7403,0.6126,-0.025,1800
LIG3,0.79,0.4839,100,0.7401,0.9024,0.3061,1801
SAE1,0.8214,0.4839,84,0.74,0.9267,0.3375,1802
DHX35,0.6419,0.4839,148,0.7398,0.7788,0.158,1803
RPS27A,0.5333,0.4839,120,0.7397,0.6789,0.0495,1804
FXR2,0.5238,0.4838,42,0.7395,0.6705,0.04,1805
AP1G2,0.3452,0.4834,84,0.7394,0.4952,-0.1382,1806
PUF60,0.8537,0.4833,164,0.7392,0.9519,0.3704,1807
AASDHPPT,0.5342,0.4832,73,0.7391,0.6801,0.051,1808
TXNL4B,0.4062,0.4831,96,0.739,0.5561,-0.0769,1809
C1orf35,0.8297,0.4831,182,0.7388,0.934,0.3466,1810
CTSS,0.1658,0.4831,199,0.7387,0.2616,-0.3172,1811
ZNF652,0.4583,0.483,120,0.7385,0.6116,-0.0247,1812
CSNK1E,0.3621,0.4828,58,0.7384,0.5123,-0.1207,1813
CDV3,0.6929,0.4828,127,0.7382,0.8252,0.2101,1814
SPTLC1,0.7119,0.4827,59,0.7381,0.8421,0.2291,1815
MLF2,0.4532,0.4827,139,0.7379,0.6067,-0.0294,1816
PPP1CC,0.44,0.4826,100,0.7378,0.5922,-0.0426,1817
LMBRD2,0.555,0.4826,191,0.7377,0.7007,0.0724,1818
XPR1,0.6458,0.4825,192,0.7375,0.783,0.1633,1819
NAPG,0.3229,0.4825,96,0.7374,0.4717,-0.1596,1820
IFIT3,0.4407,0.4824,59,0.7372,0.5929,-0.0417,1821
SQLE,0.3989,0.4823,178,0.7371,0.5501,-0.0835,1822
NACC1,0.6235,0.4823,85,0.7369,0.7616,0.1412,1823
UFL1,0.3913,0.4823,46,0.7368,0.5432,-0.091,1824
SKP1,0.287,0.4822,108,0.7366,0.4284,-0.1952,1825
CTPS1,0.7,0.4822,90,0.7365,0.831,0.2178,1826
NPC1,0.5196,0.4819,102,0.7364,0.6676,0.0377,1827
TRMT1L,0.8342,0.4818,187,0.7362,0.9382,0.3524,1828
GATB,0.0204,0.4817,49,0.7361,0.0318,-0.4613,1829
VDAC2,0.5942,0.4816,69,0.7359,0.735,0.1126,1830
RAB6A,0.596,0.4816,99,0.7358,0.7369,0.1144,1831
OSBPL9,0.2879,0.4814,66,0.7356,0.4294,-0.1936,1832
CDKN2AIP,0.54,0.4814,50,0.7355,0.6863,0.0586,1833
NSFL1C,0.4167,0.4814,132,0.7353,0.5679,-0.0647,1834
HBP1,0.2607,0.4814,211,0.7352,0.3916,-0.2207,1835
PSME1,0.6429,0.4813,84,0.7351,0.7796,0.1616,1836
TLN1,0.0976,0.4812,82,0.7349,0.1616,-0.3837,1837
DHX57,0.7797,0.4811,118,0.7348,0.8944,0.2985,1838
TUBGCP4,0.1569,0.481,51,0.7346,0.2489,-0.3242,1839
ANXA7,0.3913,0.481,69,0.7345,0.5432,-0.0897,1840
HLTF,0.5597,0.4809,159,0.7343,0.705,0.0789,1841
NDEL1,0.05,0.4808,40,0.7342,0.0844,-0.4308,1842
GBP1,0.4746,0.4806,59,0.734,0.6276,-0.006,1843
MIPEP,0.2745,0.4806,51,0.7339,0.4113,-0.206,1844
GALNT7,0.8571,0.4804,49,0.7338,0.9537,0.3767,1845
GNPNAT1,0.75,0.4804,92,0.7336,0.8707,0.2696,1846
LRRC41,0.4684,0.4802,79,0.7335,0.6211,-0.0119,1847
SNX14,0.0769,0.4801,52,0.7333,0.1291,-0.4032,1848
PHC3,0.3676,0.4801,185,0.7332,0.5191,-0.1125,1849
ORC4,0.72,0.48,100,0.733,0.8477,0.24,1850
NEK1,0.102,0.48,49,0.7329,0.1692,-0.378,1851
CIAO1,0.4196,0.4796,112,0.7327,0.5707,-0.06,1852
NRBF2,0.7015,0.4796,67,0.7326,0.8325,0.2219,1853
VPS37A,0.5818,0.4796,55,0.7325,0.7231,0.1022,1854
FUBP3,0.8421,0.4795,57,0.7323,0.9446,0.3626,1855
PDGFRB,0.0984,0.4795,122,0.7322,0.1639,-0.3811,1856
MSH6,0.8417,0.4795,120,0.732,0.944,0.3622,1857
INTS4,0.6632,0.4795,95,0.7319,0.7999,0.1837,1858
SP2,0.1339,0.4795,112,0.7317,0.2144,-0.3455,1859
TMEM165,0.8471,0.4794,85,0.7316,0.9474,0.3676,1860
SCAMP3,0.7588,0.4794,199,0.7314,0.8774,0.2794,1861
ZFP36L1,0.4744,0.4793,78,0.7313,0.6271,-0.005,1862
TARSL2,0.2857,0.4791,77,0.7312,0.4269,-0.1934,1863
CRBN,0.125,0.4788,48,0.731,0.2021,-0.3538,1864
NDUFS1,0.0215,0.4787,93,0.7309,0.0339,-0.4572,1865
PPP2CB,0.1148,0.4786,61,0.7307,0.1868,-0.3639,1866
FBXO7,0.0469,0.4786,64,0.7306,0.0788,-0.4318,1867
PGRMC2,0.4082,0.4786,49,0.7304,0.5583,-0.0704,1868
SPCS2,0.5361,0.4783,97,0.7303,0.6823,0.0577,1869
RTN4,0.1,0.4782,120,0.7301,0.1665,-0.3782,1870
POLD2,0.6818,0.4782,220,0.73,0.8137,0.2036,1871
AKTIP,0.1489,0.4782,94,0.7299,0.2385,-0.3292,1872
TPP2,0.5753,0.4781,73,0.7297,0.7174,0.0972,1873
DNAJC25,0.5789,0.4781,57,0.7296,0.7203,0.1009,1874
MTDH,0.7857,0.4779,168,0.7294,0.8995,0.3078,1875
SPECC1L,0.0959,0.4779,73,0.7293,0.1595,-0.382,1876
EXOC8,0.1087,0.4778,184,0.7291,0.1771,-0.3691,1877
VDAC1,0.4444,0.4775,108,0.729,0.5969,-0.0331,1878
CDK17,0.0686,0.4775,102,0.7288,0.1141,-0.4088,1879
TMCO1,0.5102,0.4774,196,0.7287,0.6622,0.0328,1880
TRIP11,0.6747,0.4773,83,0.7286,0.8072,0.1974,1881
OLFML3,0.0167,0.4772,60,0.7284,0.0236,-0.4606,1882
QRICH1,0.6512,0.4772,43,0.7283,0.7872,0.174,1883
LSM3,0.3265,0.4771,49,0.7281,0.4756,-0.1505,1884
DHPS,0.7647,0.477,85,0.728,0.8818,0.2878,1885
CDK6,0.3216,0.4769,227,0.7278,0.4705,-0.1553,1886
PXK,0.0238,0.4766,42,0.7277,0.0378,-0.4528,1887
HAUS4,0.4483,0.4766,87,0.7275,0.6014,-0.0283,1888
ADRM1,0.7763,0.4764,152,0.7274,0.8925,0.2999,1889
MARK3,0.4022,0.4764,92,0.7273,0.5534,-0.0742,1890
SNRPD3,0.7083,0.4764,72,0.7271,0.8384,0.232,1891
CHCHD2,0.4107,0.4763,224,0.727,0.5624,-0.0656,1892
VARS,0.28,0.4762,100,0.7268,0.4184,-0.1962,1893
PABPC4,0.5862,0.4761,87,0.7267,0.7275,0.1101,1894
NUCB1,0.6629,0.4761,89,0.7265,0.7995,0.1869,1895
PPIE,0.6818,0.4761,88,0.7264,0.8137,0.2058,1896
REEP3,0.4706,0.476,68,0.7262,0.6242,-0.0054,1897
DUT,0.5094,0.476,53,0.7261,0.6614,0.0334,1898
UBR7,0.8554,0.4759,83,0.726,0.9528,0.3795,1899
SLC3A2,0.525,0.4758,80,0.7258,0.6717,0.0492,1900
RER1,0.7077,0.4758,65,0.7257,0.8376,0.2319,1901
GBP2,0.4746,0.4757,59,0.7255,0.6276,-0.0011,1902
ALKBH8,0.3056,0.4755,72,0.7254,0.4545,-0.17,1903
TBC1D15,0.4844,0.4754,128,0.7252,0.6367,0.009,1904
SYNRG,0.2294,0.4754,109,0.7251,0.348,-0.2461,1905
DERL1,0.7821,0.4754,179,0.7249,0.8963,0.3067,1906
RB1,0.8125,0.4754,48,0.7248,0.9194,0.3371,1907
SENP3,0.7143,0.4751,42,0.7247,0.8443,0.2391,1908
ARHGAP29,0.0984,0.4751,61,0.7245,0.1639,-0.3768,1909
MARS,0.3387,0.4751,124,0.7244,0.4886,-0.1364,1910
RFK,0.1774,0.4751,62,0.7242,0.2782,-0.2976,1911
RAB23,0.0722,0.475,97,0.7241,0.1215,-0.4029,1912
SEC16A,0.6393,0.4749,61,0.7239,0.7768,0.1644,1913
HMGB2,0.4167,0.4749,48,0.7238,0.5679,-0.0582,1914
SECISBP2L,0.1132,0.4748,53,0.7237,0.1843,-0.3616,1915
MAF1,0.3841,0.4747,164,0.7235,0.5367,-0.0906,1916
R3HCC1,0.4107,0.4747,56,0.7234,0.5624,-0.064,1917
AP3D1,0.2432,0.4746,74,0.7232,0.3657,-0.2313,1918
PTP4A1,0.3765,0.4746,85,0.7231,0.5282,-0.0981,1919
NUP54,0.7812,0.4744,64,0.7229,0.8955,0.3068,1920
PSMA2,0.3587,0.4744,223,0.7228,0.5075,-0.1157,1921
SHB,0.3594,0.4743,64,0.7226,0.5087,-0.115,1922
KDSR,0.3684,0.4743,57,0.7225,0.5196,-0.1059,1923
FAM120A,0.678,0.4742,59,0.7224,0.8103,0.2038,1924
CNOT7,0.5455,0.4742,55,0.7222,0.6909,0.0713,1925
COPG1,0.5794,0.4739,126,0.7221,0.7209,0.1054,1926
UXS1,0.3364,0.4738,107,0.7219,0.4851,-0.1373,1927
SMAP2,0.3556,0.4736,90,0.7218,0.5041,-0.118,1928
PBRM1,0.6279,0.4735,43,0.7216,0.7657,0.1544,1929
SMARCB1,0.5067,0.4735,75,0.7215,0.659,0.0332,1930
P4HB,0.8947,0.4734,114,0.7213,0.9756,0.4214,1931
NOP10,0.58,0.4734,50,0.7212,0.7215,0.1066,1932
SCAMP2,0.2333,0.4733,60,0.7211,0.3537,-0.24,1933
DDX59,0.6146,0.4733,192,0.7209,0.7537,0.1413,1934
SH3GL1,0.5867,0.4732,75,0.7208,0.7279,0.1134,1935
UBE2Q1,0.7806,0.4732,196,0.7206,0.8947,0.3074,1936
NFX1,0.8148,0.4731,81,0.7205,0.921,0.3417,1937
MCRS1,0.5495,0.473,111,0.7203,0.6944,0.0766,1938
SEC24A,0.8056,0.4729,108,0.7202,0.9121,0.3326,1939
HCFC2,0.0297,0.4729,101,0.72,0.0476,-0.4432,1940
NELFCD,0.5,0.4728,154,0.7199,0.6533,0.0272,1941
RNF220,0.6,0.4728,85,0.7198,0.7407,0.1272,1942
ERCC4,0.6729,0.4728,107,0.7196,0.8057,0.2001,1943
MBNL1,0.5153,0.4726,163,0.7195,0.6645,0.0427,1944
YARS2,0.4371,0.4725,151,0.7193,0.5892,-0.0354,1945
PRR14,0.2523,0.4725,111,0.7192,0.379,-0.2202,1946
DPAGT1,0.4638,0.4725,69,0.719,0.6164,-0.0087,1947
CINP,0.2135,0.4724,89,0.7189,0.324,-0.2589,1948
MRPL10,0.4107,0.472,112,0.7187,0.5624,-0.0613,1949
TMEM115,0.2093,0.472,43,0.7186,0.3184,-0.2627,1950
YWHAG,0.5814,0.472,215,0.7185,0.7224,0.1094,1951
IRF2BP2,0.6505,0.4719,186,0.7183,0.7865,0.1786,1952
NFYC,0.3034,0.4719,89,0.7182,0.4515,-0.1685,1953
ELP2,0.6232,0.4718,69,0.718,0.7613,0.1514,1954
THBS3,0.16,0.4718,200,0.7179,0.253,-0.3118,1955
CCDC127,0.4309,0.4718,188,0.7177,0.5832,-0.041,1956
EED,0.75,0.4716,88,0.7176,0.8707,0.2784,1957
HMCES,0.6535,0.4716,127,0.7174,0.7896,0.1819,1958
POLR3K,0.36,0.4716,100,0.7173,0.5096,-0.1116,1959
PAK2,0.6923,0.4715,169,0.7172,0.8244,0.2208,1960
PPM1B,0.1983,0.4714,121,0.717,0.3042,-0.273,1961
VCAN,0.6905,0.4713,84,0.7169,0.823,0.2191,1962
